donation_year,donor_name,donor_city,donor_province,donation_amount,donation_in_kind,charity_link,charity_name,charity_type,charity_sub_category,charity_description,charity_registration_number,charity_website,charity_country,charity_province,charity_city,charity_employee_range
2019,UNIVERSITÉ DE MONCTON,MONCTON,NB,"250,000",0,https://www.charitydata.ca/charity/institut-donald-j-savoie-institute/107507899RR0001/,Institut Donald J. Savoie Institute,Advancement of Education,Support of schools and education / Other,Charitable Organization,107507899RR0001,WWW.IDJS.CA,CA,New Brunswick,MONCTON,0
2021,CANADAHELPS CANADON,TORONTO,ON,"2,771",0,https://www.charitydata.ca/charity/institut-f--f-institute/746674688RR0001/,Institut F / F Institute,Advancement of Education,Support of schools and education / Other,Charitable Organization,746674688RR0001,www.institutf.org,CA,Quebec,MONTREAL,0
2020,FONDATION BEATI,LONGUEUIL,QC,"4,000",0,https://www.charitydata.ca/charity/institut-f--f-institute/746674688RR0001/,Institut F / F Institute,Advancement of Education,Support of schools and education / Other,Charitable Organization,746674688RR0001,www.institutf.org,CA,Quebec,MONTREAL,0
2019,FONDATION BEATI,LONGUEUIL,QC,"27,000",0,https://www.charitydata.ca/charity/institut-f--f-institute/746674688RR0001/,Institut F / F Institute,Advancement of Education,Support of schools and education / Other,Charitable Organization,746674688RR0001,www.institutf.org,CA,Quebec,MONTREAL,0
2018,Fonds de charité des employés de la Ville de Montréal,MONTREAL,QC,"4,456",0,https://www.charitydata.ca/charity/institut-quebecois-de-la-biodiversit-inc/839685146RR0001/,"Institut Québecois de la Biodiversité, Inc.",Advancement of Education,Educational organizations not elsewhere categorized / Other,Charitable Organization,839685146RR0001,WWW.IQBIO.QC.CA,CA,Quebec,MONTREAL,0
2021,CANADAHELPS CANADON,TORONTO,ON,288,0,https://www.charitydata.ca/charity/institute-for-a-resource-based-economy/838212082RR0001/,INSTITUTE FOR A RESOURCE-BASED ECONOMY,Advancement of Education,Support of schools and education / Other,Charitable Organization,838212082RR0001,n/a,CA,Ontario,TORONTO,0
2021,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,-77,0,https://www.charitydata.ca/charity/institute-for-a-resource-based-economy/838212082RR0001/,INSTITUTE FOR A RESOURCE-BASED ECONOMY,Advancement of Education,Support of schools and education / Other,Charitable Organization,838212082RR0001,n/a,CA,Ontario,TORONTO,0
2020,TORONTO FOUNDATION,TORONTO,ON,"8,263",0,https://www.charitydata.ca/charity/institute-for-a-resource-based-economy/838212082RR0001/,INSTITUTE FOR A RESOURCE-BASED ECONOMY,Advancement of Education,Support of schools and education / Other,Charitable Organization,838212082RR0001,n/a,CA,Ontario,TORONTO,0
2020,CANADAHELPS CANADON,TORONTO,ON,"2,451",0,https://www.charitydata.ca/charity/institute-for-a-resource-based-economy/838212082RR0001/,INSTITUTE FOR A RESOURCE-BASED ECONOMY,Advancement of Education,Support of schools and education / Other,Charitable Organization,838212082RR0001,n/a,CA,Ontario,TORONTO,0
2019,UNITED WAY OF GREATER TORONTO,TORONTO,ON,"20,000",0,https://www.charitydata.ca/charity/institute-for-a-resource-based-economy/838212082RR0001/,INSTITUTE FOR A RESOURCE-BASED ECONOMY,Advancement of Education,Support of schools and education / Other,Charitable Organization,838212082RR0001,n/a,CA,Ontario,TORONTO,0
2019,Jewish Foundation of Greater Toronto,TORONTO,ON,"1,000",0,https://www.charitydata.ca/charity/institute-for-a-resource-based-economy/838212082RR0001/,INSTITUTE FOR A RESOURCE-BASED ECONOMY,Advancement of Education,Support of schools and education / Other,Charitable Organization,838212082RR0001,n/a,CA,Ontario,TORONTO,0
2019,CANADAHELPS CANADON,TORONTO,ON,770,0,https://www.charitydata.ca/charity/institute-for-a-resource-based-economy/838212082RR0001/,INSTITUTE FOR A RESOURCE-BASED ECONOMY,Advancement of Education,Support of schools and education / Other,Charitable Organization,838212082RR0001,n/a,CA,Ontario,TORONTO,0
2019,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,77,0,https://www.charitydata.ca/charity/institute-for-a-resource-based-economy/838212082RR0001/,INSTITUTE FOR A RESOURCE-BASED ECONOMY,Advancement of Education,Support of schools and education / Other,Charitable Organization,838212082RR0001,n/a,CA,Ontario,TORONTO,0
2020,THE COMMUNITY FOUNDATION OF PRINCE EDWARD ISLAND INC,CHARLOTTETOWN,PE,500,0,https://www.charitydata.ca/charity/institute-for-bioregional-studies-limited/889809737RR0001/,INSTITUTE FOR BIOREGIONAL STUDIES LIMITED,Advancement of Education,Teaching Institutions / Other,Charitable Organization,889809737RR0001,n/a,CA,Prince Edward Island,CHARLOTTETOWN,0
2020,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,78,0,https://www.charitydata.ca/charity/institute-for-the-study-and-treatment-of-pain/891598575RR0001/,INSTITUTE FOR THE STUDY AND TREATMENT OF PAIN,Advancement of Education,Teaching Institutions / Other,Charitable Organization,891598575RR0001,n/a,CA,British Columbia,VANCOUVER,0
2018,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,80,0,https://www.charitydata.ca/charity/institute-for-the-study-and-treatment-of-pain/891598575RR0001/,INSTITUTE FOR THE STUDY AND TREATMENT OF PAIN,Advancement of Education,Teaching Institutions / Other,Charitable Organization,891598575RR0001,n/a,CA,British Columbia,VANCOUVER,0
2021,Waterloo Region Community Foundation,KITCHENER,ON,"34,500",0,https://www.charitydata.ca/charity/inter-arts-matrix/848315966RR0001/,INTER ARTS MATRIX,Advancement of Education,Education in the arts / Art school (painting / sculpture / drawing / forms of visual arts),Charitable Organization,848315966RR0001,WWW.INTERARTSMATRIX.COM,CA,Ontario,WATERLOO,0
2021,CANADAHELPS CANADON,TORONTO,ON,"5,592",0,https://www.charitydata.ca/charity/inter-arts-matrix/848315966RR0001/,INTER ARTS MATRIX,Advancement of Education,Education in the arts / Art school (painting / sculpture / drawing / forms of visual arts),Charitable Organization,848315966RR0001,WWW.INTERARTSMATRIX.COM,CA,Ontario,WATERLOO,0
2021,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,200,0,https://www.charitydata.ca/charity/inter-arts-matrix/848315966RR0001/,INTER ARTS MATRIX,Advancement of Education,Education in the arts / Art school (painting / sculpture / drawing / forms of visual arts),Charitable Organization,848315966RR0001,WWW.INTERARTSMATRIX.COM,CA,Ontario,WATERLOO,0
2020,CANADAHELPS CANADON,TORONTO,ON,619,0,https://www.charitydata.ca/charity/inter-arts-matrix/848315966RR0001/,INTER ARTS MATRIX,Advancement of Education,Education in the arts / Art school (painting / sculpture / drawing / forms of visual arts),Charitable Organization,848315966RR0001,WWW.INTERARTSMATRIX.COM,CA,Ontario,WATERLOO,0
2019,THE KITCHENER AND WATERLOO COMMUNITY FOUNDATION,KITCHENER,ON,"17,500",0,https://www.charitydata.ca/charity/inter-arts-matrix/848315966RR0001/,INTER ARTS MATRIX,Advancement of Education,Education in the arts / Art school (painting / sculpture / drawing / forms of visual arts),Charitable Organization,848315966RR0001,WWW.INTERARTSMATRIX.COM,CA,Ontario,WATERLOO,0
2019,MERSYNERGY CHARITABLE FOUNDATION,WATERLOO,ON,"14,200",0,https://www.charitydata.ca/charity/inter-arts-matrix/848315966RR0001/,INTER ARTS MATRIX,Advancement of Education,Education in the arts / Art school (painting / sculpture / drawing / forms of visual arts),Charitable Organization,848315966RR0001,WWW.INTERARTSMATRIX.COM,CA,Ontario,WATERLOO,0
2019,CANADAHELPS CANADON,TORONTO,ON,"4,512",0,https://www.charitydata.ca/charity/inter-arts-matrix/848315966RR0001/,INTER ARTS MATRIX,Advancement of Education,Education in the arts / Art school (painting / sculpture / drawing / forms of visual arts),Charitable Organization,848315966RR0001,WWW.INTERARTSMATRIX.COM,CA,Ontario,WATERLOO,0
2018,THE KITCHENER AND WATERLOO COMMUNITY FOUNDATION,KITCHENER,ON,"9,000",0,https://www.charitydata.ca/charity/inter-arts-matrix/848315966RR0001/,INTER ARTS MATRIX,Advancement of Education,Education in the arts / Art school (painting / sculpture / drawing / forms of visual arts),Charitable Organization,848315966RR0001,WWW.INTERARTSMATRIX.COM,CA,Ontario,WATERLOO,0
2021,WINDSORESSEX COMMUNITY FOUNDATION,WINDSOR,ON,"29,600",0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2021,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,"2,400",0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2021,CANADAHELPS CANADON,TORONTO,ON,57,0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2021,UNITED WAY OF GREATER TORONTO,TORONTO,ON,51,0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2020,PayPal Giving Fund Canada,TORONTO,ON,295,0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2020,CANADAHELPS CANADON,TORONTO,ON,33,0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2019,PayPal Giving Fund Canada,TORONTO,ON,77,0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2018,VANCOUVER FOUNDATION,VANCOUVER,BC,"1,000",0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2018,UNITED WAY OF GREATER TORONTO,TORONTO,ON,260,0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2018,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,242,0,https://www.charitydata.ca/charity/interactive-science-and-technology-centre-of-windsor-inc/873993398RR0001/,INTERACTIVE SCIENCE AND TECHNOLOGY CENTRE OF WINDSOR INC.,Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,873993398RR0001,WWW.CSSCIENCECITY.COM,CA,Ontario,WINDSOR,0
2021,CANADAHELPS CANADON,TORONTO,ON,"6,886",0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2021,LINK CHARITY CANADA INC,TORONTO,ON,"2,888",0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2021,STRATEGIC CHARITABLE GIVING FOUNDATION,TORONTO,ON,666,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2021,OAKVILLE COMMUNITY FOUNDATION,OAKVILLE,ON,600,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2021,WESTDALE UNITED CHURCH,HAMILTON,ON,200,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2021,SASKATOON COMMUNITY FOUNDATION,SASKATOON,SK,180,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2021,UNITED WAY EAST ONTARIO / CENTRAIDE EST DE L'ONTARIO,OTTAWA,ON,96,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2021,PayPal Giving Fund Canada,TORONTO,ON,50,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2020,CANADAHELPS CANADON,TORONTO,ON,"3,516",0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2020,LINK CHARITY CANADA INC,TORONTO,ON,"2,997",0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2020,STRATEGIC CHARITABLE GIVING FOUNDATION,TORONTO,ON,709,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2020,COMMUNITY FOUNDATION FOR KINGSTON & AREA,KINGSTON,ON,347,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2020,SASKATOON COMMUNITY FOUNDATION,SASKATOON,SK,176,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2020,UNITED WAY EAST ONTARIO / CENTRAIDE EST DE L'ONTARIO,OTTAWA,ON,96,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2020,URSULINE RELIGIOUS OF THE DIOCESE OF LONDON IN ONTARIO,CHATHAM,ON,5,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2019,OAKVILLE COMMUNITY FOUNDATION,OAKVILLE,ON,"1,100",0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2019,CANADAHELPS CANADON,TORONTO,ON,888,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2019,STRATEGIC CHARITABLE GIVING FOUNDATION,TORONTO,ON,643,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2019,COMMUNITY FOUNDATION FOR KINGSTON & AREA,KINGSTON,ON,230,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2018,LINK CHARITY CANADA INC,TORONTO,ON,"3,233",0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2018,STRATEGIC CHARITABLE GIVING FOUNDATION,TORONTO,ON,768,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2018,OAKVILLE COMMUNITY FOUNDATION,OAKVILLE,ON,600,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2018,CANADAHELPS CANADON,TORONTO,ON,336,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2018,COMMUNITY FOUNDATION FOR KINGSTON & AREA,KINGSTON,ON,318,0,https://www.charitydata.ca/charity/ippnw-canada-international-physicians-for-the-prevention-of-nuclear-war/838285641RR0001/,IPPNW CANADA (INTERNATIONAL PHYSICIANS FOR THE PREVENTION OF NUCLEAR WAR),Advancement of Education,Research / Sciences / physics / chemistry,Charitable Organization,838285641RR0001,CPREP.CA,CA,Ontario,OTTAWA,0
2021,The Leacross Foundation/La Fondation Leacross,CHELSEA,QC,"30,000",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2021,CANADAHELPS CANADON,TORONTO,ON,"12,036",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2021,GREY BIRCH FOUNDATION,RICHMOND HILL,ON,"12,000",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2021,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,"8,597",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2021,UNITED WAY OF GREATER TORONTO,TORONTO,ON,275,0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2020,Ottawa Community Foundation / Fondation Communautaire d'Ottawa,OTTAWA,ON,"99,248",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2020,The Leacross Foundation/La Fondation Leacross,CHELSEA,QC,"30,000",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2020,MINTO FOUNDATION INC,OTTAWA,ON,"17,000",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2020,CRABTREE FOUNDATION FONDATION CRABTREE,OTTAWA,ON,"10,000",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2020,Ottawa Community Foundation / Fondation Communautaire d'Ottawa,OTTAWA,ON,"10,000",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2020,CANADAHELPS CANADON,TORONTO,ON,"3,199",0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2020,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,469,0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
2020,UNITED WAY EAST ONTARIO / CENTRAIDE EST DE L'ONTARIO,OTTAWA,ON,400,0,https://www.charitydata.ca/charity/isisters-technology-mentoring-inc/874302714RR0001/,ISISTERS TECHNOLOGY MENTORING INC.,Advancement of Education,Teaching Institutions / Vocational / technical school,Charitable Organization,874302714RR0001,WWW.ISISTERS.ORG,CA,Ontario,OTTAWA,0
